AY502959_Vermamoeba_vermiformis_KWR_1	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Echinamoebida;Vermamoebidae;Vermamoeba;Hartmannella+vermiformis;Hartmannella;Hartmannella+vermiformis
AJ314604_Amoeba_proteus	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Euamoebida;Amoebidae;Amoeba;Amoeba+proteus;Amoeba;Amoeba+proteus
AY294146_Glaeseria_mira	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Euamoebida;Hartmannellidae;Glaeseria;Glaeseria+mira;Glaeseria;Glaeseria+mira
AY294147_Hartmannella_cantabrigiensis	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Euamoebida;Hartmannellidae;Hartmannella;Hartmannella+cantabrigiensis;Hartmannella;Hartmannella+cantabrigiensis
AF293902_Saccamoeba_limax_ATCC30942	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Euamoebida;LOS7N/I-lineage;LOS7N/I-lineage_X;LOS7N/I-lineage_X+sp.;Saccamoeba;Saccamoeba+limax
AF293898_Leptomyxa_reticulata_ATCC50242	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Leptomyxida;Leptomyxidae;Leptomyxa;Leptomyxa+reticulata;Leptomyxa;Leptomyxa+reticulata
EU719197_Rhizamoeba_saxonica_CCAP15702	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Leptomyxida;Rhizamoeba-saxonica-lineage;Rhizamoeba;Rhizamoeba+saxonica;Rhizamoeba;Rhizamoeba+saxonica
DQ190241_Hartmannella_abertawensis_CCAP15349	Eukaryota;AMOEBOZOA;Lobosa;Tubulinea;Nolandida;Nolandellidae;Hartmannella;Hartmannella+abertawensis;Hartmannella;Hartmannella+abertawensis
AY050178_Manchomonas_bermudensis_ATCC50234	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas+bermudensis;Amastigomonas;Amastigomonas+bermudensis
AY050182_Podomonas_capensis	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas+mutabilis;Amastigomonas;Amastigomonas+mutabilis
AY050179_Thecamonas_sp_CCAP_contaminant	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas+sp.;Amastigomonas;Amastigomonas+sp.
AY050181_Multimonas_media_Millport	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas+sp.;Amastigomonas;Amastigomonas+sp.
EU542598_Thecamonas_oxoniensis_Ivy8c	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Amastigomonas;Amastigomonas+sp.;Amastigomonas;Amastigomonas+sp.
AB505487_clone_RM1SGM30_Apusomonadida	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX+sp.;Uncultured;Uncultured+eukaryote
AB505488_clone_RM1SGM31_Apusomonadida	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX+sp.;Uncultured;Uncultured+eukaryote
AB505549_clone_RM2SGM41_Apusomonadida	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX+sp.;Uncultured;Uncultured+eukaryote
AB505550_clone_RM2SGM42_Apusomonadida	Eukaryota;APUSOZOA;Apusomonadidae;Apusomonadidae_Group-1;Apusomonadidae_Group-1_X;Apusomonadidae_Group-1_XX;Apusomonadidae_Group-1_XXX;Apusomonadidae_Group-1_XXX+sp.;Uncultured;Uncultured+eukaryote
